from_node,to_node,from_bus,to_bus,phase,line_name,linecode,nph_line,length,R_per_len,X_per_len,C_per_len,R_full,X_full,C_full,u_idx,v_idx,from_base_kv,to_base_kv,length_unit
l2860481.3,l3027156.3,l2860481,l3027156,3,Line.ln5773136-1,1ph-xx4_acsr4_acsr,1,0.11381058,1.67466,0.93456,6.32285,0.1905940259028,0.10636281564479999,0.719607225753,1067,1066,7.199557856794634,7.199557856794634,km
n1140828.1,m1026708.1,n1140828,m1026708,1,Line.ln5472403-2,3ph_h-2_acsr2_acsr2_acsr2_acsr,3,0.012172307,1.13148,0.884886,7.883500000000001,0.013772721924360002,0.010771104052002,0.09596038223450001,1068,1071,7.199557856794634,7.199557856794634,km
m1026708.1,n1140828.1,m1026708,n1140828,1,Line.ln5472403-2,3ph_h-2_acsr2_acsr2_acsr2_acsr,3,0.012172307,1.13148,0.884886,7.883500000000001,0.013772721924360002,0.010771104052002,0.09596038223450001,1071,1068,7.199557856794634,7.199557856794634,km
n1140828.2,m1026708.2,n1140828,m1026708,2,Line.ln5472403-2,3ph_h-2_acsr2_acsr2_acsr2_acsr,3,0.012172307,1.12461,0.893467,8.2026,0.013689098175270002,0.010875554618369001,0.09984456539820001,1069,1072,7.199557856794634,7.199557856794634,km
m1026708.2,n1140828.2,m1026708,n1140828,2,Line.ln5472403-2,3ph_h-2_acsr2_acsr2_acsr2_acsr,3,0.012172307,1.12461,0.893467,8.2026,0.013689098175270002,0.010875554618369001,0.09984456539820001,1072,1069,7.199557856794634,7.199557856794634,km
n1140828.3,m1026708.3,n1140828,m1026708,3,Line.ln5472403-2,3ph_h-2_acsr2_acsr2_acsr2_acsr,3,0.012172307,1.13362,0.882239,8.08174,0.013798770661340002,0.010738883955373,0.09837342037418,1070,1073,7.199557856794634,7.199557856794634,km
m1026708.3,n1140828.3,m1026708,n1140828,3,Line.ln5472403-2,3ph_h-2_acsr2_acsr2_acsr2_acsr,3,0.012172307,1.13362,0.882239,8.08174,0.013798770661340002,0.010738883955373,0.09837342037418,1073,1070,7.199557856794634,7.199557856794634,km
m1126020.1,m1126023.1,m1126020,m1126023,1,Line.ln5712496-1,1ph-2_acsrxx2_acsr,1,0.028731708,1.1223,0.896365,6.495819999999999,0.0322455958884,0.02575409744142,0.18663600346056,1074,1075,7.199557856794634,7.199557856794634,km
m1126023.1,m1126020.1,m1126023,m1126020,1,Line.ln5712496-1,1ph-2_acsrxx2_acsr,1,0.028731708,1.1223,0.896365,6.495819999999999,0.0322455958884,0.02575409744142,0.18663600346056,1075,1074,7.199557856794634,7.199557856794634,km
m1026906.1,l3120376.1,m1026906,l3120376,1,Line.ln5772710-1,1ph-4_acsrxx4_wpal,1,0.10683177,1.67723,0.932411,6.32285,0.1791814495971,0.09961111749747001,0.6754812569445,1076,228,7.199557856794634,7.199557856794634,km
l3120376.1,m1026906.1,l3120376,m1026906,1,Line.ln5772710-1,1ph-4_acsrxx4_wpal,1,0.10683177,1.67723,0.932411,6.32285,0.1791814495971,0.09961111749747001,0.6754812569445,228,1076,7.199557856794634,7.199557856794634,km
m1209824.3,m1209828.3,m1209824,m1209828,3,Line.ln6139544-1,1ph-xx2_acsr2_acsr,1,0.251213,1.1223,0.896365,6.495819999999999,0.28193634990000005,0.22517854074500002,1.63183442966,1077,1078,7.199557856794634,7.199557856794634,km
m1209828.3,m1209824.3,m1209828,m1209824,3,Line.ln6139544-1,1ph-xx2_acsr2_acsr,1,0.251213,1.1223,0.896365,6.495819999999999,0.28193634990000005,0.22517854074500002,1.63183442966,1078,1077,7.199557856794634,7.199557856794634,km
l3195315.1,m1069181.1,l3195315,m1069181,1,Line.ln6015788-2,1ph-4_acsrxx4_acsr,1,0.084172665,1.67466,0.93456,6.32285,0.1409605951689,0.07866440580239999,0.53221113489525,1079,249,7.199557856794634,7.199557856794634,km
m1069181.1,l3195315.1,m1069181,l3195315,1,Line.ln6015788-2,1ph-4_acsrxx4_acsr,1,0.084172665,1.67466,0.93456,6.32285,0.1409605951689,0.07866440580239999,0.53221113489525,249,1079,7.199557856794634,7.199557856794634,km
m1069590.2,m1069595.2,m1069590,m1069595,2,Line.ln5591702-1,1ph-x4_acsrx4_acsr,1,0.13532605,1.67466,0.93456,6.32285,0.22662512289300002,0.12647031328799999,0.8556463152425,1080,1081,7.199557856794634,7.199557856794634,km
m1069595.2,m1069590.2,m1069595,m1069590,2,Line.ln5591702-1,1ph-x4_acsrx4_acsr,1,0.13532605,1.67466,0.93456,6.32285,0.22662512289300002,0.12647031328799999,0.8556463152425,1081,1080,7.199557856794634,7.199557856794634,km
m1027004.2,l2897765.2,m1027004,l2897765,2,Line.ln5986923-1,1ph-x4_acsrx4_acsr,1,0.14590338,1.67466,0.93456,6.32285,0.2443385543508,0.1363554628128,0.922525186233,1082,1083,7.199557856794634,7.199557856794634,km
l2897765.2,m1027004.2,l2897765,m1027004,2,Line.ln5986923-1,1ph-x4_acsrx4_acsr,1,0.14590338,1.67466,0.93456,6.32285,0.2443385543508,0.1363554628128,0.922525186233,1083,1082,7.199557856794634,7.199557856794634,km
m1047314.1,n1137961.1,m1047314,n1137961,1,Line.ln6301772-2,1ph-4_wpalxx4_acsr,1,0.019319939,1.63124,0.898979,6.32285,0.031515457294360005,0.017368219442281,0.12215707630615001,1084,1085,7.199557856794634,7.199557856794634,km
n1137961.1,m1047314.1,n1137961,m1047314,1,Line.ln6301772-2,1ph-4_wpalxx4_acsr,1,0.019319939,1.63124,0.898979,6.32285,0.031515457294360005,0.017368219442281,0.12215707630615001,1085,1084,7.199557856794634,7.199557856794634,km
l2876814.1,m1026834.1,l2876814,m1026834,1,Line.ln6001653-2,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.079857191,1.6834,0.9273,7.600980000000001,0.1344315953294,0.07405157321429999,0.6069929116471801,1086,1089,7.199557856794634,7.199557856794634,km
m1026834.1,l2876814.1,m1026834,l2876814,1,Line.ln6001653-2,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.079857191,1.6834,0.9273,7.600980000000001,0.1344315953294,0.07405157321429999,0.6069929116471801,1089,1086,7.199557856794634,7.199557856794634,km
l2876814.2,m1026834.2,l2876814,m1026834,2,Line.ln6001653-2,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.079857191,1.67686,0.932728,7.88811,0.13390932930026,0.074485038047048,0.62992230689901,1087,1090,7.199557856794634,7.199557856794634,km
m1026834.2,l2876814.2,m1026834,l2876814,2,Line.ln6001653-2,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.079857191,1.67686,0.932728,7.88811,0.13390932930026,0.074485038047048,0.62992230689901,1090,1087,7.199557856794634,7.199557856794634,km
l2876814.3,m1026834.3,l2876814,m1026834,3,Line.ln6001653-2,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.079857191,1.68543,0.925637,7.78037,0.13459370542712998,0.07391877070566699,0.6213184931406699,1088,1091,7.199557856794634,7.199557856794634,km
m1026834.3,l2876814.3,m1026834,l2876814,3,Line.ln6001653-2,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.079857191,1.68543,0.925637,7.78037,0.13459370542712998,0.07391877070566699,0.6213184931406699,1091,1088,7.199557856794634,7.199557856794634,km
m1008743.2,m1008742.2,m1008743,m1008742,2,Line.ln6017283-1,1ph-x4_wpalx4_wpal,1,0.082326351,1.63382,0.89683,6.32285,0.13450643879082003,0.07383274136733001,0.52053716842035,1092,1093,7.199557856794634,7.199557856794634,km
m1008742.2,m1008743.2,m1008742,m1008743,2,Line.ln6017283-1,1ph-x4_wpalx4_wpal,1,0.082326351,1.63382,0.89683,6.32285,0.13450643879082003,0.07383274136733001,0.52053716842035,1093,1092,7.199557856794634,7.199557856794634,km
p827525.1,m1026902.1,p827525,m1026902,1,Line.ln5686079-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.09909393,0.66087,0.869947,8.3452,0.06548820551909999,0.08620646712171,0.826958664636,1094,1097,7.199557856794634,7.199557856794634,km
m1026902.1,p827525.1,m1026902,p827525,1,Line.ln5686079-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.09909393,0.66087,0.869947,8.3452,0.06548820551909999,0.08620646712171,0.826958664636,1097,1094,7.199557856794634,7.199557856794634,km
p827525.2,m1026902.2,p827525,m1026902,2,Line.ln5686079-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.09909393,0.653999,0.878528,8.72099,0.06480733112607,0.08705679213504,0.8641971725907001,1095,1098,7.199557856794634,7.199557856794634,km
m1026902.2,p827525.2,m1026902,p827525,2,Line.ln5686079-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.09909393,0.653999,0.878528,8.72099,0.06480733112607,0.08705679213504,0.8641971725907001,1098,1095,7.199557856794634,7.199557856794634,km
p827525.3,m1026902.3,p827525,m1026902,3,Line.ln5686079-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.09909393,0.663007,0.8673,8.57671,0.06569996924751,0.085944165489,0.8498999003703,1096,1099,7.199557856794634,7.199557856794634,km
m1026902.3,p827525.3,m1026902,p827525,3,Line.ln5686079-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.09909393,0.663007,0.8673,8.57671,0.06569996924751,0.085944165489,0.8498999003703,1099,1096,7.199557856794634,7.199557856794634,km
n1144663.1,m1089215.1,n1144663,m1089215,1,Line.ln5527264-7,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.025465502,0.270019,0.695974,9.13606,0.006876169384538,0.017723327288948,0.23265435420212002,1100,1103,7.199557856794634,7.199557856794634,km
m1089215.1,n1144663.1,m1089215,n1144663,1,Line.ln5527264-7,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.025465502,0.270019,0.695974,9.13606,0.006876169384538,0.017723327288948,0.23265435420212002,1103,1100,7.199557856794634,7.199557856794634,km
n1144663.2,m1089215.2,n1144663,m1089215,2,Line.ln5527264-7,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.025465502,0.264634,0.708729,9.62226,0.006739037656268,0.018048139766958002,0.24503568127452002,1101,1104,7.199557856794634,7.199557856794634,km
m1089215.2,n1144663.2,m1089215,n1144663,2,Line.ln5527264-7,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.025465502,0.264634,0.708729,9.62226,0.006739037656268,0.018048139766958002,0.24503568127452002,1104,1101,7.199557856794634,7.199557856794634,km
n1144663.3,m1089215.3,n1144663,m1089215,3,Line.ln5527264-7,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.025465502,0.271698,0.692021,9.43197,0.006918925962396,0.017622662159542002,0.24018985089894002,1102,1105,7.199557856794634,7.199557856794634,km
m1089215.3,n1144663.3,m1089215,n1144663,3,Line.ln5527264-7,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.025465502,0.271698,0.692021,9.43197,0.006918925962396,0.017622662159542002,0.24018985089894002,1105,1102,7.199557856794634,7.199557856794634,km
m1069469.1,m1069467.1,m1069469,m1069467,1,Line.ln5683813-1,1ph-2_acsrxx2_acsr,1,0.021347852,1.1223,0.896365,6.495819999999999,0.023958694299600004,0.01913546735798,0.13867180397863998,221,1106,7.199557856794634,7.199557856794634,km
m1069467.1,m1069469.1,m1069467,m1069469,1,Line.ln5683813-1,1ph-2_acsrxx2_acsr,1,0.021347852,1.1223,0.896365,6.495819999999999,0.023958694299600004,0.01913546735798,0.13867180397863998,1106,221,7.199557856794634,7.199557856794634,km
m1047324.1,l2897780.1,m1047324,l2897780,1,Line.ln5986935-1,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.092596774,1.68626,0.924966,7.600980000000001,0.15614223612524003,0.085648867659684,0.7038262272385201,1107,1110,7.199557856794634,7.199557856794634,km
l2897780.1,m1047324.1,l2897780,m1047324,1,Line.ln5986935-1,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.092596774,1.68626,0.924966,7.600980000000001,0.15614223612524003,0.085648867659684,0.7038262272385201,1110,1107,7.199557856794634,7.199557856794634,km
m1047324.2,l2897780.2,m1047324,l2897780,2,Line.ln5986935-1,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.092596774,1.6795,0.930531,7.88811,0.15551628193300002,0.086164168706994,0.7304135389571401,1108,1111,7.199557856794634,7.199557856794634,km
l2897780.2,m1047324.2,l2897780,m1047324,2,Line.ln5986935-1,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.092596774,1.6795,0.930531,7.88811,0.15551628193300002,0.086164168706994,0.7304135389571401,1111,1108,7.199557856794634,7.199557856794634,km
m1047324.3,l2897780.3,m1047324,l2897780,3,Line.ln5986935-1,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.092596774,1.68836,0.923261,7.78037,0.15633668935064002,0.085490990160014,0.72043716252638,1109,1112,7.199557856794634,7.199557856794634,km
l2897780.3,m1047324.3,l2897780,m1047324,3,Line.ln5986935-1,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.092596774,1.68836,0.923261,7.78037,0.15633668935064002,0.085490990160014,0.72043716252638,1112,1109,7.199557856794634,7.199557856794634,km
n1138597.1,m1069411.1,n1138597,m1069411,1,Line.ln5956457-3,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.04788032,0.66087,0.869947,8.3452,0.031642667078399994,0.04165334074304,0.399570846464,610,1113,7.199557856794634,7.199557856794634,km
m1069411.1,n1138597.1,m1069411,n1138597,1,Line.ln5956457-3,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.04788032,0.66087,0.869947,8.3452,0.031642667078399994,0.04165334074304,0.399570846464,1113,610,7.199557856794634,7.199557856794634,km
n1138597.2,m1069411.2,n1138597,m1069411,2,Line.ln5956457-3,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.04788032,0.653999,0.878528,8.72099,0.03131368139968,0.042064201768959995,0.4175637919168,611,1114,7.199557856794634,7.199557856794634,km
m1069411.2,n1138597.2,m1069411,n1138597,2,Line.ln5956457-3,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.04788032,0.653999,0.878528,8.72099,0.03131368139968,0.042064201768959995,0.4175637919168,1114,611,7.199557856794634,7.199557856794634,km
n1138597.3,m1069411.3,n1138597,m1069411,3,Line.ln5956457-3,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.04788032,0.663007,0.8673,8.57671,0.03174498732224,0.041526601536,0.41065561934719996,612,1115,7.199557856794634,7.199557856794634,km
m1069411.3,n1138597.3,m1069411,n1138597,3,Line.ln5956457-3,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.04788032,0.663007,0.8673,8.57671,0.03174498732224,0.041526601536,0.41065561934719996,1115,612,7.199557856794634,7.199557856794634,km
l2711226.1,m1142819.1,l2711226,m1142819,1,Line.ln5654471-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.078168069,0.270019,0.695974,9.13606,0.021106863823311003,0.054402943654206004,0.7141481684681401,1116,747,7.199557856794634,7.199557856794634,km
m1142819.1,l2711226.1,m1142819,l2711226,1,Line.ln5654471-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.078168069,0.270019,0.695974,9.13606,0.021106863823311003,0.054402943654206004,0.7141481684681401,747,1116,7.199557856794634,7.199557856794634,km
l2711226.2,m1142819.2,l2711226,m1142819,2,Line.ln5654471-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.078168069,0.264634,0.708729,9.62226,0.020685928771746,0.05539997737430101,0.7521534836159401,1117,746,7.199557856794634,7.199557856794634,km
m1142819.2,l2711226.2,m1142819,l2711226,2,Line.ln5654471-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.078168069,0.264634,0.708729,9.62226,0.020685928771746,0.05539997737430101,0.7521534836159401,746,1117,7.199557856794634,7.199557856794634,km
l2711226.3,m1142819.3,l2711226,m1142819,3,Line.ln5654471-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.078168069,0.271698,0.692021,9.43197,0.021238108011162,0.054093945277449006,0.73727888176593,1118,748,7.199557856794634,7.199557856794634,km
m1142819.3,l2711226.3,m1142819,l2711226,3,Line.ln5654471-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.078168069,0.271698,0.692021,9.43197,0.021238108011162,0.054093945277449006,0.73727888176593,748,1118,7.199557856794634,7.199557856794634,km
m1009726.1,l3101789.1,m1009726,l3101789,1,Line.ln6409800-1,1ph-2_wpalxx2_wpal,1,0.039114934,1.16232,0.900036,6.495819999999999,0.04546407008688,0.035204848737623994,0.25408357057587994,282,1119,7.199557856794634,7.199557856794634,km
l3101789.1,m1009726.1,l3101789,m1009726,1,Line.ln6409800-1,1ph-2_wpalxx2_wpal,1,0.039114934,1.16232,0.900036,6.495819999999999,0.04546407008688,0.035204848737623994,0.25408357057587994,1119,282,7.199557856794634,7.199557856794634,km
l2822861.1,l2841616.1,l2822861,l2841616,1,Line.ln6411365-1,1ph-2_acsrxx2_acsr,1,0.20625126,1.1223,0.896365,6.495819999999999,0.231475789098,0.1848764106699,1.3397710597331998,862,1120,7.199557856794634,7.199557856794634,km
l2841616.1,l2822861.1,l2841616,l2822861,1,Line.ln6411365-1,1ph-2_acsrxx2_acsr,1,0.20625126,1.1223,0.896365,6.495819999999999,0.231475789098,0.1848764106699,1.3397710597331998,1120,862,7.199557856794634,7.199557856794634,km
m1089170.3,l2879062.3,m1089170,l2879062,3,Line.ln6320328-1,1ph-xx4_acsr4_wpal,1,0.1700257,1.67723,0.932411,6.32285,0.28517220481100003,0.1585338329627,1.075046997245,1121,1122,7.199557856794634,7.199557856794634,km
l2879062.3,m1089170.3,l2879062,m1089170,3,Line.ln6320328-1,1ph-xx4_acsr4_wpal,1,0.1700257,1.67723,0.932411,6.32285,0.28517220481100003,0.1585338329627,1.075046997245,1122,1121,7.199557856794634,7.199557856794634,km
n1139545.3,m1069174.3,n1139545,m1069174,3,Line.ln5712477-3,1ph-xx4_acsr4_acsr,1,0.10311253,1.67466,0.93456,6.32285,0.1726784294898,0.09636484603679998,0.6519650603104999,1123,1124,7.199557856794634,7.199557856794634,km
m1069174.3,n1139545.3,m1069174,n1139545,3,Line.ln5712477-3,1ph-xx4_acsr4_acsr,1,0.10311253,1.67466,0.93456,6.32285,0.1726784294898,0.09636484603679998,0.6519650603104999,1124,1123,7.199557856794634,7.199557856794634,km
n1140517.1,l3157718.1,n1140517,l3157718,1,Line.ln5621857-3,1ph-2_acsrxx2_acsr,1,0.10124937,1.1223,0.896365,6.495819999999999,0.11363216795100001,0.09075639154005,0.6576976826334,1125,1126,7.199557856794634,7.199557856794634,km
l3157718.1,n1140517.1,l3157718,n1140517,1,Line.ln5621857-3,1ph-2_acsrxx2_acsr,1,0.10124937,1.1223,0.896365,6.495819999999999,0.11363216795100001,0.09075639154005,0.6576976826334,1126,1125,7.199557856794634,7.199557856794634,km
l2727008.2,m1069629.2,l2727008,m1069629,2,Line.ln6440071-1,1ph-x4_acsrx4_acsr,1,0.18718667,1.67466,0.93456,6.32285,0.3134740287822,0.17493717431519998,1.1835532364095,1127,1128,7.199557856794634,7.199557856794634,km
m1069629.2,l2727008.2,m1069629,l2727008,2,Line.ln6440071-1,1ph-x4_acsrx4_acsr,1,0.18718667,1.67466,0.93456,6.32285,0.3134740287822,0.17493717431519998,1.1835532364095,1128,1127,7.199557856794634,7.199557856794634,km
l2691944.1,l2673312.1,l2691944,l2673312,1,Line.ln5472355-1,1ph-4_acsrxx4_acsr,1,0.090648368,1.67466,0.93456,6.32285,0.15180519595488,0.08471633879808001,0.5731560336088001,1129,263,7.199557856794634,7.199557856794634,km
l2673312.1,l2691944.1,l2673312,l2691944,1,Line.ln5472355-1,1ph-4_acsrxx4_acsr,1,0.090648368,1.67466,0.93456,6.32285,0.15180519595488,0.08471633879808001,0.5731560336088001,263,1129,7.199557856794634,7.199557856794634,km
m1108315.3,n1230121.3,m1108315,n1230121,3,Line.ln6351523-3,1ph-xx4_acsr4_acsr,1,0.009108856,1.67466,0.93456,6.32285,0.01525423678896,0.00851277246336,0.0575939301596,337,1130,7.199557856794634,7.199557856794634,km
n1230121.3,m1108315.3,n1230121,m1108315,3,Line.ln6351523-3,1ph-xx4_acsr4_acsr,1,0.009108856,1.67466,0.93456,6.32285,0.01525423678896,0.00851277246336,0.0575939301596,1130,337,7.199557856794634,7.199557856794634,km
m1069533.1,n1136356.1,m1069533,n1136356,1,Line.ln6047595-2,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.11874853,0.270019,0.695974,9.13606,0.03206435932207,0.08264588941822,1.0848936949918,1131,1134,7.199557856794634,7.199557856794634,km
n1136356.1,m1069533.1,n1136356,m1069533,1,Line.ln6047595-2,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.11874853,0.270019,0.695974,9.13606,0.03206435932207,0.08264588941822,1.0848936949918,1134,1131,7.199557856794634,7.199557856794634,km
m1069533.2,n1136356.2,m1069533,n1136356,2,Line.ln6047595-2,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.11874853,0.264634,0.708729,9.62226,0.03142489848802,0.08416052691837,1.1426292302778,1132,1135,7.199557856794634,7.199557856794634,km
n1136356.2,m1069533.2,n1136356,m1069533,2,Line.ln6047595-2,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.11874853,0.264634,0.708729,9.62226,0.03142489848802,0.08416052691837,1.1426292302778,1135,1132,7.199557856794634,7.199557856794634,km
m1069533.3,n1136356.3,m1069533,n1136356,3,Line.ln6047595-2,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.11874853,0.271698,0.692021,9.43197,0.03226373810394,0.08217647647913,1.1200325725041,1133,1136,7.199557856794634,7.199557856794634,km
n1136356.3,m1069533.3,n1136356,m1069533,3,Line.ln6047595-2,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.11874853,0.271698,0.692021,9.43197,0.03226373810394,0.08217647647913,1.1200325725041,1136,1133,7.199557856794634,7.199557856794634,km
m1142865.1,p895112.1,m1142865,p895112,1,Line.ln5800724-1,1ph-2_acsrxx4_acsr,1,0.008729843,1.12339,0.937794,6.495819999999999,0.00980701832777,0.008186794386341999,0.056707488756259986,1137,104,7.199557856794634,7.199557856794634,km
p895112.1,m1142865.1,p895112,m1142865,1,Line.ln5800724-1,1ph-2_acsrxx4_acsr,1,0.008729843,1.12339,0.937794,6.495819999999999,0.00980701832777,0.008186794386341999,0.056707488756259986,104,1137,7.199557856794634,7.199557856794634,km
m1047526.1,n1136666.1,m1047526,n1136666,1,Line.ln6422809-3,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.011176327,0.66087,0.869947,8.3452,0.00738609922449,0.009722812144669,0.0932686840804,1140,1143,7.199557856794634,7.199557856794634,km
n1136666.1,m1047526.1,n1136666,m1047526,1,Line.ln6422809-3,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.011176327,0.66087,0.869947,8.3452,0.00738609922449,0.009722812144669,0.0932686840804,1143,1140,7.199557856794634,7.199557856794634,km
m1047526.2,n1136666.2,m1047526,n1136666,2,Line.ln6422809-3,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.011176327,0.653999,0.878528,8.72099,0.007309306681673,0.009818716206656,0.09746863600373,1141,1144,7.199557856794634,7.199557856794634,km
n1136666.2,m1047526.2,n1136666,m1047526,2,Line.ln6422809-3,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.011176327,0.653999,0.878528,8.72099,0.007309306681673,0.009818716206656,0.09746863600373,1144,1141,7.199557856794634,7.199557856794634,km
m1047526.3,n1136666.3,m1047526,n1136666,3,Line.ln6422809-3,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.011176327,0.663007,0.8673,8.57671,0.007409983035289,0.0096932284071,0.09585611554417,1142,1145,7.199557856794634,7.199557856794634,km
n1136666.3,m1047526.3,n1136666,m1047526,3,Line.ln6422809-3,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.011176327,0.663007,0.8673,8.57671,0.007409983035289,0.0096932284071,0.09585611554417,1145,1142,7.199557856794634,7.199557856794634,km
m1069181.1,l2804253.1,m1069181,l2804253,1,Line.ln5532744-1,1ph-2_acsrxx2_acsr,1,0.018383208,1.1223,0.896365,6.495819999999999,0.020631474338400003,0.016478064238920002,0.11941401019056,249,1146,7.199557856794634,7.199557856794634,km
l2804253.1,m1069181.1,l2804253,m1069181,1,Line.ln5532744-1,1ph-2_acsrxx2_acsr,1,0.018383208,1.1223,0.896365,6.495819999999999,0.020631474338400003,0.016478064238920002,0.11941401019056,1146,249,7.199557856794634,7.199557856794634,km
m1209790.1,m1209788.1,m1209790,m1209788,1,Line.ln5594242-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.059115704,0.270019,0.695974,9.13606,0.015962363278376,0.041142992975696,0.54008461868624,1147,1150,7.199557856794634,7.199557856794634,km
m1209788.1,m1209790.1,m1209788,m1209790,1,Line.ln5594242-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.059115704,0.270019,0.695974,9.13606,0.015962363278376,0.041142992975696,0.54008461868624,1150,1147,7.199557856794634,7.199557856794634,km
m1209790.2,m1209788.2,m1209790,m1209788,2,Line.ln5594242-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.059115704,0.264634,0.708729,9.62226,0.015644025212336,0.041897013780216,0.56882667397104,1148,1151,7.199557856794634,7.199557856794634,km
m1209788.2,m1209790.2,m1209788,m1209790,2,Line.ln5594242-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.059115704,0.264634,0.708729,9.62226,0.015644025212336,0.041897013780216,0.56882667397104,1151,1148,7.199557856794634,7.199557856794634,km
m1209790.3,m1209788.3,m1209790,m1209788,3,Line.ln5594242-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.059115704,0.271698,0.692021,9.43197,0.016061618545392,0.040909308597784,0.55757754665688,1149,1152,7.199557856794634,7.199557856794634,km
m1209788.3,m1209790.3,m1209788,m1209790,3,Line.ln5594242-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.059115704,0.271698,0.692021,9.43197,0.016061618545392,0.040909308597784,0.55757754665688,1152,1149,7.199557856794634,7.199557856794634,km
m4113348.3,p850400.3,m4113348,p850400,3,Line.ln8979343-3,1p_1/0_axnj_db,1,0.008298294,0.958962,0.541276,25.92348339844129,0.007957748610828,0.004491667383144,0.21512068674438498,962,1153,7.199557856794634,7.199557856794634,km
p850400.3,m4113348.3,p850400,m4113348,3,Line.ln8979343-3,1p_1/0_axnj_db,1,0.008298294,0.958962,0.541276,25.92348339844129,0.007957748610828,0.004491667383144,0.21512068674438498,1153,962,7.199557856794634,7.199557856794634,km
l3029500.1,m1026764.1,l3029500,m1026764,1,Line.ln5835137-1,1ph-2_acsrxx2_acsr,1,0.09124424,1.1223,0.896365,6.495819999999999,0.10240341055200002,0.0817881431876,0.5927061590767999,1154,1155,7.199557856794634,7.199557856794634,km
m1026764.1,l3029500.1,m1026764,l3029500,1,Line.ln5835137-1,1ph-2_acsrxx2_acsr,1,0.09124424,1.1223,0.896365,6.495819999999999,0.10240341055200002,0.0817881431876,0.5927061590767999,1155,1154,7.199557856794634,7.199557856794634,km
m3037449.3,m1108375.3,m3037449,m1108375,3,Line.ln6170199-2,1ph-xx2_acsr2_acsr,1,0.018370264,1.1223,0.896365,6.495819999999999,0.020616947287200003,0.01646646169036,0.11932992829648,290,1156,7.199557856794634,7.199557856794634,km
