node,FEEDER_REGA,FEEDER_REGB,FEEDER_REGC,VREG2_A,VREG2_B,VREG2_C,VREG3_A,VREG3_B,VREG3_C,VREG4_A,VREG4_B,VREG4_C
l3217052.3,0.0,0.0,2.634508225074108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2822861.1,11.017606115193232,0.0,0.0,4.073003500540801,0.0,0.0,6.552052040534599,0.0,0.0,0.0,0.0,0.0
l2935554.1,9.325143326508298,0.0,0.0,2.380540711855865,0.0,0.0,4.859589251849664,0.0,0.0,0.0,0.0,0.0
l2766750.3,0.0,0.0,13.060650365957448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.563326679859565
l3649300.1,8.89381902929951,0.0,0.0,1.9492164146470787,0.0,0.0,4.428264954640878,0.0,0.0,0.0,0.0,0.0
l3066804.1,7.953679163438664,0.0,0.0,0.0,0.0,0.0,3.4881250887800306,0.0,0.0,0.0,0.0,0.0
l2691943.2,0.0,15.247568632808248,0.0,0.0,8.21376622622525,0.0,0.0,10.720008026199269,0.0,0.0,0.0,0.0
l3085388.2,0.0,18.347342619403005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8388192851168,0.0
l3233413.2,0.0,4.993549502384016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3122827.1,11.654380430014132,0.0,0.0,4.7097778153617,0.0,0.0,7.188826355355499,0.0,0.0,0.0,0.0,0.0
l2954355.1,11.766581216462304,0.0,0.0,4.821978601809869,0.0,0.0,7.301027141803669,0.0,0.0,0.0,0.0,0.0
l2952003.2,0.0,4.537835076313007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3008237.3,0.0,0.0,6.587443600477915,0.0,0.0,0.0,0.0,0.0,2.140943508520401,0.0,0.0,0.0
l3141399.3,0.0,0.0,9.618467050751612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1211433646537343
l3067507.3,0.0,0.0,2.273768300525335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2692664.3,0.0,0.0,4.450572237960946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2823544.1,5.527499566099904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2973155.1,10.949105101191371,0.0,0.0,4.0045024865389385,0.0,0.0,6.483551026532738,0.0,0.0,0.0,0.0,0.0
l3216346.1,13.882851016397405,0.0,0.0,6.9382484017449695,0.0,0.0,9.417296941738767,0.0,0.0,0.0,0.0,0.0
l2858163.1,14.127678468324255,0.0,0.0,7.183075853671824,0.0,0.0,9.662124393665623,0.0,0.0,0.0,0.0,0.0
l2973149.2,0.0,15.288617932138097,0.0,0.0,8.254815525555095,0.0,0.0,10.761057325529116,0.0,0.0,0.0,0.0
l3086079.2,0.0,1.2353427783087552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2710530.2,0.0,7.792808637484971,0.0,0.0,0.0,0.0,0.0,3.265248030875993,0.0,0.0,0.0,0.0
l2879074.1,13.405271197195708,0.0,0.0,6.460668582543277,0.0,0.0,8.939717122537074,0.0,0.0,0.0,0.0,0.0
l3027116.1,12.35130961590436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.83293926937965,0.0,0.0
l2929261.1,9.325993642516927,0.0,0.0,2.381391027864494,0.0,0.0,4.860439567858294,0.0,0.0,0.0,0.0,0.0
l2973156.2,0.0,12.173407287440895,0.0,0.0,5.139604880857895,0.0,0.0,7.645846680831914,0.0,0.0,0.0,0.0
l2691945.3,0.0,0.0,8.379208556086533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.881884869988653
l2989566.2,0.0,3.860492919446693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2972704.3,0.0,0.0,7.751946202889595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2546225167917149
l3263051.3,0.0,0.0,7.828358296725092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3310346106272124
l2897776.3,0.0,0.0,9.51597300280456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0186493167066804
l2767414.3,0.0,0.0,3.906619447125257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3066826.2,0.0,7.828839321177974,0.0,0.0,0.0,0.0,0.0,3.301278714568995,0.0,0.0,0.0,0.0
l2730187.1,1.8670003940684572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3122825.1,14.424282626194788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.905912279670079,0.0,0.0
l2991920.1,14.511706148048424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.993335801523713,0.0,0.0
l3122826.1,10.903948530150847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.385578183626136,0.0,0.0
l3142078.2,0.0,13.6602378599205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.151714525634294,0.0
l2879752.2,0.0,13.918638489083266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.410115154797059,0.0
l3122815.2,0.0,13.852306184643655,0.0,0.0,6.818503778060656,0.0,0.0,9.324745578034674,0.0,0.0,0.0,0.0
l2724120.3,0.0,0.0,9.464444390742033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9671207046441515
l2729429.1,10.080522025862566,0.0,0.0,3.135919411210133,0.0,0.0,5.6149679512039326,0.0,0.0,0.0,0.0,0.0
l3215549.2,0.0,12.710971562743842,0.0,0.0,5.677169156160844,0.0,0.0,8.183410956134862,0.0,0.0,0.0,0.0
l2897800.2,0.0,12.986373350154675,0.0,0.0,5.952570943571678,0.0,0.0,8.458812743545698,0.0,0.0,0.0,0.0
l2860481.3,0.0,0.0,10.561139250690056,0.0,0.0,3.6408356308176,0.0,0.0,6.114639158732542,0.0,0.0,0.0
l3195315.1,8.453903848263339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9355335017386304,0.0,0.0
l2897765.2,0.0,14.189030422976073,0.0,0.0,7.155228016393074,0.0,0.0,9.661469816367092,0.0,0.0,0.0,0.0
l2876814.1,11.251169846067894,0.0,0.0,4.30656723141546,0.0,0.0,6.78561577140926,0.0,0.0,0.0,0.0,0.0
l2897780.2,0.0,11.140439907861962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.631916573575755,0.0
l2711226.2,0.0,2.5703432693976254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3101789.1,13.20186794470997,0.0,0.0,6.257265330057537,0.0,0.0,8.736313870051337,0.0,0.0,0.0,0.0,0.0
l2841616.1,11.313849812443872,0.0,0.0,4.369247197791438,0.0,0.0,6.848295737785237,0.0,0.0,0.0,0.0,0.0
l2879062.3,0.0,0.0,7.822056762124615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3157718.1,4.988698118582385,0.0,0.0,0.0,0.0,0.0,0.5231440439237512,0.0,0.0,0.0,0.0,0.0
l2691944.1,12.855209742297,0.0,0.0,5.910607127644566,0.0,0.0,8.389655667638365,0.0,0.0,0.0,0.0,0.0
l2804253.1,8.641424744520837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.123054397996129,0.0,0.0
l3029500.1,14.016576658717234,0.0,0.0,7.0719740440648,0.0,0.0,9.5510225840586,0.0,0.0,0.0,0.0,0.0
l2954350.3,0.0,0.0,8.960400212219373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.463076526121493
l2802481.1,4.890462082091309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3214549.1,4.988481062703156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2851933.1,11.712158908192956,0.0,0.0,4.767556293540523,0.0,0.0,7.246604833534323,0.0,0.0,0.0,0.0,0.0
l2851933.2,0.0,11.785228445976111,0.0,0.0,4.751426039393115,0.0,0.0,7.257667839367134,0.0,0.0,0.0,0.0
l2851933.3,0.0,0.0,11.705930325924356,0.0,0.0,4.785626706051898,0.0,0.0,7.259430233966841,0.0,0.0,0.0
l3207907.1,11.746087332066084,0.0,0.0,4.801484717413652,0.0,0.0,7.280533257407452,0.0,0.0,0.0,0.0,0.0
l3207907.2,0.0,11.819154902339408,0.0,0.0,4.785352495756409,0.0,0.0,7.291594295730428,0.0,0.0,0.0,0.0
l3207907.3,0.0,0.0,11.7398601453231,0.0,0.0,4.819556525450645,0.0,0.0,7.293360053365587,0.0,0.0,0.0
l2841619.3,0.0,0.0,9.611919256229202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2916625.2,0.0,11.84167258593201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3331492516458034,0.0
l2822862.3,0.0,0.0,6.296259819292211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3176661.3,0.0,0.0,8.572344386518498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2970804.3,0.0,0.0,8.682998723201452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2936275.2,0.0,1.6030050920348888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2766722.2,0.0,14.177405147547647,0.0,0.0,7.143602740964651,0.0,0.0,9.649844540938668,0.0,0.0,0.0,0.0
l3142079.2,0.0,3.914803575773745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2710504.2,0.0,15.14266033777448,0.0,0.0,8.108857931191482,0.0,0.0,10.6150997311655,0.0,0.0,0.0,0.0
l3197652.1,6.71920833346673,0.0,0.0,0.0,0.0,0.0,2.2536542588080968,0.0,0.0,0.0,0.0,0.0
l3270814.1,11.258250331694882,0.0,0.0,4.313647717042447,0.0,0.0,6.792696257036246,0.0,0.0,0.0,0.0,0.0
l2897778.1,15.094245833636258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57587548711155,0.0,0.0
l2785534.2,0.0,6.5818668881753455,0.0,0.0,0.0,0.0,0.0,2.0543062815663657,0.0,0.0,0.0,0.0
l3066801.3,0.0,0.0,8.923466287757915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4261426016600325
l2691967.2,0.0,6.596190031364508,0.0,0.0,0.0,0.0,0.0,2.0686294247555286,0.0,0.0,0.0,0.0
l2766718.3,0.0,0.0,8.273539263090665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7762155769927843
l3048206.1,8.470068940070833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9516985935461224,0.0,0.0
l2684420.2,0.0,14.576124384846068,0.0,0.0,7.54232197826307,0.0,0.0,10.048563778237089,0.0,0.0,0.0,0.0
l3157167.1,5.374189773684855,0.0,0.0,0.0,0.0,0.0,0.9086356990262208,0.0,0.0,0.0,0.0,0.0
l2879075.1,14.05440664148831,0.0,0.0,7.109804026835877,0.0,0.0,9.588852566829676,0.0,0.0,0.0,0.0,0.0
l3231269.2,0.0,14.833718912918696,0.0,0.0,7.799916506335696,0.0,0.0,10.306158306309714,0.0,0.0,0.0,0.0
l2914323.2,0.0,13.143519522947756,0.0,0.0,6.109717116364754,0.0,0.0,8.615958916338773,0.0,0.0,0.0,0.0
l2954351.3,0.0,0.0,9.591231306230933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.093907620133054
l2897779.3,0.0,0.0,13.751316149917194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25399246381931
l2841626.3,0.0,0.0,8.79873299028324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.30140930418536
l2711234.2,0.0,3.8565853104101575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2973178.2,0.0,10.998852242980618,0.0,0.0,3.9650498363976174,0.0,0.0,6.471291636371637,0.0,0.0,0.0,0.0
l3160862.3,0.0,0.0,3.012708061197128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3104850.3,0.0,0.0,3.2025398483323606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2748130.2,0.0,10.545272628141992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.036749293855786,0.0
l3085389.2,0.0,17.804238849497715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.295715515211509,0.0
l2729405.2,0.0,9.337213170381972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.828689836095766,0.0
l3251799.1,2.8029070359202994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2897764.2,0.0,17.21934761435163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.710824280065424,0.0
l2991901.2,0.0,13.91873449883543,0.0,0.0,6.884932092252431,0.0,0.0,9.391173892226448,0.0,0.0,0.0,0.0
l3251808.1,15.662222013660486,0.0,0.0,8.717619399008054,0.0,0.0,11.196667939001852,0.0,0.0,0.0,0.0,0.0
l3139086.2,0.0,14.791429607352104,0.0,0.0,7.757627200769106,0.0,0.0,10.263869000743124,0.0,0.0,0.0,0.0
l3029501.2,0.0,12.608206308272973,0.0,0.0,5.574403901689974,0.0,0.0,8.080645701663991,0.0,0.0,0.0,0.0
l2898526.3,0.0,0.0,3.547688379934229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3048965.2,0.0,2.0306941996731256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3216123.1,8.500621455805533,0.0,0.0,1.556018841153099,0.0,0.0,4.035067381146899,0.0,0.0,0.0,0.0,0.0
l2879073.3,0.0,0.0,8.148115059895963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.650791373798082
l3048207.2,0.0,12.786241172998018,0.0,0.0,5.752438766415019,0.0,0.0,8.258680566389039,0.0,0.0,0.0,0.0
l3160868.2,0.0,4.1296764376433535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3082988.2,0.0,4.168009116656947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2936211.3,0.0,0.0,3.0833238898285678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3645809.3,0.0,0.0,8.33765100660014,0.0,0.0,1.4173473867276831,0.0,0.0,3.891150914642624,0.0,0.0,0.0
l3125349.3,0.0,0.0,11.971771076085162,0.0,0.0,5.051467456212705,0.0,0.0,7.525270984127647,0.0,0.0,0.0
l3254216.1,16.453393942863595,0.0,0.0,9.50879132821116,0.0,0.0,11.987839868204958,0.0,0.0,0.0,0.0,0.0
l2785511.1,5.614689900643882,0.0,0.0,0.0,0.0,0.0,1.149135825985248,0.0,0.0,0.0,0.0,0.0
l2897784.2,0.0,13.150130554201173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.641607219914968,0.0
l2673313.2,0.0,13.321317793862097,0.0,0.0,6.287515387279093,0.0,0.0,8.793757187253112,0.0,0.0,0.0,0.0
l3122835.2,0.0,8.212042265555498,0.0,0.0,0.0,0.0,0.0,3.68448165894652,0.0,0.0,0.0,0.0
l3234185.2,0.0,15.713254761192973,0.0,0.0,8.679452354609975,0.0,0.0,11.185694154583992,0.0,0.0,0.0,0.0
l3065750.2,0.0,15.903932794082715,0.0,0.0,8.870130387499717,0.0,0.0,11.376372187473736,0.0,0.0,0.0,0.0
l2991943.3,0.0,0.0,12.86835408656524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.371030400467358
l2952013.1,10.104461659249136,0.0,0.0,3.1598590445967,0.0,0.0,5.638907584590499,0.0,0.0,0.0,0.0,0.0
l3159037.2,0.0,15.434882428902208,0.0,0.0,8.40108002231921,0.0,0.0,10.907321822293229,0.0,0.0,0.0,0.0
l2841645.3,0.0,0.0,15.412362472376024,0.0,0.0,8.492058852503568,0.0,0.0,10.96586238041851,0.0,0.0,0.0
l2955078.1,2.1529147021964623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2821010.1,11.607457669739496,0.0,0.0,4.662855055087061,0.0,0.0,7.14190359508086,0.0,0.0,0.0,0.0,0.0
l3141411.3,0.0,0.0,13.362028846481929,0.0,0.0,6.44172522660947,0.0,0.0,8.915528754524413,0.0,0.0,0.0
l2973160.2,0.0,8.332073199092267,0.0,0.0,1.2982707925092671,0.0,0.0,3.804512592483286,0.0,0.0,0.0,0.0
l2801896.2,0.0,13.374126169775474,0.0,0.0,6.340323763192473,0.0,0.0,8.846565563166491,0.0,0.0,0.0,0.0
l3103822.3,0.0,0.0,7.939580008507543,0.0,0.0,1.019276388635087,0.0,0.0,3.4930799165500286,0.0,0.0,0.0
l2729428.1,12.53515753855108,0.0,0.0,5.590554923898646,0.0,0.0,8.069603463892445,0.0,0.0,0.0,0.0,0.0
l3011293.1,1.4189710064990284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3011293.2,0.0,1.4390623699483396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3011293.3,0.0,0.0,1.4118870124754743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3233353.1,11.948212437281237,0.0,0.0,5.0036098226288015,0.0,0.0,7.482658362622601,0.0,0.0,0.0,0.0,0.0
l3029506.2,0.0,8.039077665259896,0.0,0.0,1.0052752586768965,0.0,0.0,3.5115170586509152,0.0,0.0,0.0,0.0
l3010559.1,12.73054238472311,0.0,0.0,5.785939770070678,0.0,0.0,8.264988310064478,0.0,0.0,0.0,0.0,0.0
l3178977.3,0.0,0.0,8.684241497275142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1869178111772607
l2691965.2,0.0,6.615633318236368,0.0,0.0,0.0,0.0,0.0,2.088072711627388,0.0,0.0,0.0,0.0
l2785538.1,6.592869374668042,0.0,0.0,0.0,0.0,0.0,2.127315300009408,0.0,0.0,0.0,0.0,0.0
l2710543.3,0.0,0.0,10.708383258677138,0.0,0.0,3.788079638804682,0.0,0.0,6.261883166719624,0.0,0.0,0.0
l3160872.3,0.0,0.0,2.1628145375969137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2879069.1,11.95727438989566,0.0,0.0,5.012671775243226,0.0,0.0,7.491720315237026,0.0,0.0,0.0,0.0,0.0
l2955006.3,0.0,0.0,5.085572839975067,0.0,0.0,0.0,0.0,0.0,0.6390727480175521,0.0,0.0,0.0
l2692600.3,0.0,0.0,5.171619416608767,0.0,0.0,0.0,0.0,0.0,0.7251193246512517,0.0,0.0,0.0
l3029505.3,0.0,0.0,7.263558033957047,0.0,0.0,0.3432544140845903,0.0,0.0,2.817057941999532,0.0,0.0,0.0
l2673318.3,0.0,0.0,7.406584549407836,0.0,0.0,0.48628092953538,0.0,0.0,2.960084457450322,0.0,0.0,0.0
l2691949.2,0.0,13.288149505623217,0.0,0.0,6.254347099040216,0.0,0.0,8.760588899014236,0.0,0.0,0.0,0.0
l3085403.1,12.475977220728849,0.0,0.0,5.5313746060764135,0.0,0.0,8.010423146070213,0.0,0.0,0.0,0.0,0.0
l3235255.2,0.0,11.224046591208424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.715523256922216,0.0
l3120484.3,0.0,0.0,9.769854075491642,0.0,0.0,2.849550455619185,0.0,0.0,5.323353983534126,0.0,0.0,0.0
l2879078.1,12.272728511067294,0.0,0.0,5.328125896414861,0.0,0.0,7.80717443640866,0.0,0.0,0.0,0.0,0.0
l3232902.1,3.793628356441391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3123509.3,0.0,0.0,1.4236181690306982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2859403.1,3.685261193704629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2917328.2,0.0,3.12765153695156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2841635.1,8.565206945703812,0.0,0.0,1.620604331051379,0.0,0.0,4.099652871045178,0.0,0.0,0.0,0.0,0.0
l2766499.3,0.0,0.0,8.879411299033006,0.0,0.0,1.959107679160549,0.0,0.0,4.43291120707549,0.0,0.0,0.0
l2802480.2,0.0,4.718109701300851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2691954.2,0.0,13.116286735725122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.607763401438917,0.0
l3122849.2,0.0,13.239487828720408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.730964494434201,0.0
l2764411.3,0.0,0.0,8.096523819241593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2729206.3,0.0,0.0,8.561020804747315,0.0,0.0,1.6407171848748583,0.0,0.0,4.1145207127898,0.0,0.0,0.0
l2804957.3,0.0,0.0,8.33129889076834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3048937.3,0.0,0.0,8.41696313941746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2822872.2,0.0,8.743445056449954,0.0,0.0,1.7096426498669528,0.0,0.0,4.215884449840972,0.0,0.0,0.0,0.0
l3235946.1,4.832180076389022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3156034.1,13.728095517106231,0.0,0.0,6.7834929024538,0.0,0.0,9.2625414424476,0.0,0.0,0.0,0.0,0.0
l3254205.3,0.0,0.0,13.71065724793182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.213333561833936
l3197647.1,10.25060989804414,0.0,0.0,3.306007283391707,0.0,0.0,5.785055823385507,0.0,0.0,0.0,0.0,0.0
l2973833.2,0.0,1.5464797366804974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2991902.2,0.0,17.198091203877876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.68956786959167,0.0
l3065696.1,14.687080988658131,0.0,0.0,7.7424783740057,0.0,0.0,10.2215269139995,0.0,0.0,0.0,0.0,0.0
l2748780.1,5.394757257409791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3027122.1,4.279322102332813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2841637.3,0.0,0.0,13.299468238515802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8021445524179205
l2710520.1,10.084032677114129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56566233058942,0.0,0.0
l3046854.2,0.0,14.45251649833924,0.0,0.0,7.418714091756244,0.0,0.0,9.92495589173026,0.0,0.0,0.0,0.0
l2766716.3,0.0,0.0,9.725454886857724,0.0,0.0,2.8051512669852685,0.0,0.0,5.27895479490021,0.0,0.0,0.0
l2973171.2,0.0,7.7456350440587185,0.0,0.0,0.0,0.0,0.0,3.218074437449739,0.0,0.0,0.0,0.0
l3085392.3,0.0,0.0,7.645932649397976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3784018.1,11.072122063001148,0.0,0.0,4.127519448348715,0.0,0.0,6.606567988342515,0.0,0.0,0.0,0.0,0.0
l2973166.3,0.0,0.0,12.04650776193226,0.0,0.0,5.126204142059805,0.0,0.0,7.600007669974747,0.0,0.0,0.0
l3068944.2,0.0,3.229630925860232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2936270.1,0.6265585711361801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3086078.1,0.7427734252846176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2748139.2,0.0,13.699907456184546,0.0,0.0,6.666105049601543,0.0,0.0,9.172346849575565,0.0,0.0,0.0,0.0
l2841631.3,0.0,0.0,12.863756794534677,0.0,0.0,5.943453174662221,0.0,0.0,8.417256702577163,0.0,0.0,0.0
l2916610.2,0.0,12.043103474120864,0.0,0.0,5.009301067537865,0.0,0.0,7.515542867511884,0.0,0.0,0.0,0.0
l2879076.3,0.0,0.0,7.529479830015966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0321561439180862
l2691939.2,0.0,12.704035396404697,0.0,0.0,5.670232989821694,0.0,0.0,8.176474789795714,0.0,0.0,0.0,0.0
l2933120.3,0.0,0.0,10.837516518540651,0.0,0.0,3.917212898668196,0.0,0.0,6.391016426583138,0.0,0.0,0.0
l3645810.3,0.0,0.0,8.500228877786366,0.0,0.0,1.5799252579139087,0.0,0.0,4.0537287858288495,0.0,0.0,0.0
l3649304.1,9.162405450356664,0.0,0.0,2.217802835704235,0.0,0.0,4.696851375698034,0.0,0.0,0.0,0.0,0.0
l3178969.2,0.0,13.191742744120452,0.0,0.0,6.1579403375374495,0.0,0.0,8.66418213751147,0.0,0.0,0.0,0.0
l2729401.2,0.0,13.33866641536514,0.0,0.0,6.304864008782139,0.0,0.0,8.811105808756158,0.0,0.0,0.0,0.0
l3235249.1,10.39210014235248,0.0,0.0,3.4474975277000475,0.0,0.0,5.926546067693846,0.0,0.0,0.0,0.0,0.0
l2954348.1,10.571730324944316,0.0,0.0,3.6271277102918815,0.0,0.0,6.10617625028568,0.0,0.0,0.0,0.0,0.0
l3066812.1,11.706367314349356,0.0,0.0,4.761764699696922,0.0,0.0,7.240813239690722,0.0,0.0,0.0,0.0,0.0
l2841622.1,11.839157761290096,0.0,0.0,4.894555146637662,0.0,0.0,7.373603686631461,0.0,0.0,0.0,0.0,0.0
l2823611.1,0.8108999343002978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2991923.1,10.724801551325216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.206431204800505,0.0,0.0
l2730163.3,0.0,0.0,2.8414149078155626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3048196.2,0.0,7.932271655456604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.423748321170397,0.0
l2673306.3,0.0,0.0,9.447772074291098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l2726973.1,8.82431494134477,0.0,0.0,1.8797123266923377,0.0,0.0,4.358760866686136,0.0,0.0,0.0,0.0,0.0
l2991640.3,0.0,0.0,6.803190646594644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l3160101.1,12.709603392534408,0.0,0.0,5.765000777881976,0.0,0.0,8.244049317875776,0.0,0.0,0.0,0.0,0.0
l2766741.1,11.654820055107312,0.0,0.0,4.710217440454878,0.0,0.0,7.189265980448678,0.0,0.0,0.0,0.0,0.0
l3178979.3,0.0,0.0,7.064374789648684,0.0,0.0,0.1440711697762282,0.0,0.0,2.61787469769117,0.0,0.0,0.0
l3254231.1,6.859632959208247,0.0,0.0,0.0,0.0,0.0,2.3940788845496126,0.0,0.0,0.0,0.0,0.0
l3728042.1,9.541681621438396,0.0,0.0,2.597079006785961,0.0,0.0,5.0761275467797615,0.0,0.0,0.0,0.0,0.0
l3728043.1,9.6366494639834,0.0,0.0,2.692046849330966,0.0,0.0,5.171095389324766,0.0,0.0,0.0,0.0,0.0
l2895461.1,11.35375120834713,0.0,0.0,4.409148593694695,0.0,0.0,6.888197133688495,0.0,0.0,0.0,0.0,0.0
