node,bus,phase,electrical_distance_ohm,reachable
q14413.1,q14413,1,9.687993836040338,True
q14413.2,q14413,2,9.782668065635086,True
q14413.3,q14413,3,9.658995963025184,True
l3029503.3,l3029503,3,7.834793036575294,True
n1140524.1,n1140524,1,9.500327216862797,True
m1047792.2,m1047792,2,12.642904008233778,True
l2876846.2,l2876846,2,13.332192409184785,True
m1089165.3,m1089165,3,7.126973646556228,True
l3216343.3,l3216343,3,7.420419079433091,True
l2748144.1,l2748144,1,6.3154193134790875,True
l2748144.2,l2748144,2,6.402208554233948,True
l2748144.3,l2748144,3,6.2887558643201125,True
l3010562.2,l3010562,2,12.84466517259383,True
m1069557.2,m1069557,2,7.248303191461819,True
m1047374.2,m1047374,2,12.271440465345805,True
l3197629.2,l3197629,2,12.588111509379926,True
m1089202.1,m1089202,1,5.347989501979725,True
m1089202.2,m1089202,2,5.421851000859407,True
m1089202.3,m1089202,3,5.325295509911259,True
m1089203.1,m1089203,1,5.395029246044112,True
m1089203.2,m1089203,2,5.469521179089647,True
m1089203.3,m1089203,3,5.3721416794601655,True
m1026866.1,m1026866,1,11.059163211778674,True
m1026866.2,m1026866,2,11.154092397337362,True
m1026866.3,m1026866,3,11.03011329528139,True
m1149235.1,m1149235,1,1.8696224503577383,True
m1149235.2,m1149235,2,1.8974199344575307,True
m1149235.3,m1149235,3,1.8610710217581705,True
l2766720.1,l2766720,1,10.795979642512835,True
m1209791.1,m1209791,1,0.5531032954960425,True
m1209791.2,m1209791,2,0.5632755330481005,True
m1209791.3,m1209791,3,0.5499636905975102,True
p903354.1,p903354,1,0.5593839648890248,True
m1026960.1,m1026960,1,12.636682683065619,True
m1026960.2,m1026960,2,12.172484718249999,True
m1026960.3,m1026960,3,12.049599233916492,True
m3729981.1,m3729981,1,12.673895024813943,True
l3011298.1,l3011298,1,3.855103277953106,True
l3011298.2,l3011298,2,3.9065948778687454,True
l3011298.3,l3011298,3,3.8392802401740407,True
m1108524.3,m1108524,3,4.927641886186157,True
n1136031.3,n1136031,3,4.995319082801513,True
m1026722.2,m1026722,2,15.917091031346962,True
l2991915.2,l2991915,2,15.93836013742451,True
l2673320.2,l2673320,2,16.02398816772001,True
m1047497.2,m1047497,2,8.598547053207433,True
m1047497.1,m1047497,1,8.509845809139753,True
m1047497.3,m1047497,3,8.482644419173129,True
m1047755.1,m1047755,1,11.698150335967899,True
m3037441.1,m3037441,1,11.792124790585152,True
m3037441.2,m3037441,2,11.874820089999211,True
m3037441.3,m3037441,3,11.766815550511017,True
n1140824.1,n1140824,1,11.838715654959273,True
m1026709.1,m1026709,1,11.921723344158146,True
m1026709.2,m1026709,2,12.004434823816439,True
m1026709.3,m1026709,3,11.89641258229449,True
l3729298.1,l3729298,1,9.010677026885412,True
l3727707.1,l3727707,1,9.096262395476463,True
l3160123.1,l3160123,1,10.436340671981188,True
l2897805.1,l2897805,1,10.568152298331032,True
m1089094.3,m1089094,3,8.770358039569125,True
m1125917.1,m1125917,1,2.9865562952447555,True
m1125917.2,m1125917,2,3.0287792935274376,True
m1125917.3,m1125917,3,2.9735769348857293,True
m1069154.1,m1069154,1,9.042863641074948,True
m1069154.2,m1069154,2,9.085839935770284,True
m1069154.3,m1069154,3,9.029733652061543,True
l3197630.1,l3197630,1,9.38440043666774,True
l3197630.2,l3197630,2,9.426827058010808,True
l3197630.3,l3197630,3,9.371444110865312,True
m1026343.1,m1026343,1,14.007763340566347,True
m1069155.1,m1069155,1,8.849616463277606,True
m1069155.2,m1069155,2,8.892903772263075,True
m1069155.3,m1069155,3,8.836388212742039,True
l2785523.3,l2785523,3,7.815047680562597,True
l3141388.3,l3141388,3,8.006345669349642,True
m1026786.1,m1026786,1,9.393566320982963,True
m1026786.2,m1026786,2,9.480125149532512,True
m1026786.3,m1026786,3,9.367034521921164,True
m1026785.1,m1026785,1,9.401009085958078,True
m1026785.2,m1026785,2,9.487555402217927,True
m1026785.3,m1026785,3,9.374481245094767,True
n1137958.3,n1137958,3,9.534520322441194,True
m1026877.1,m1026877,1,9.38551684855671,True
l2820583.3,l2820583,3,5.2660846508013694,True
m1108354.3,m1108354,3,5.5616379564334375,True
l2991911.3,l2991911,3,7.25152872898248,True
n1136363.1,n1136363,1,6.650076927732182,True
n1136363.2,n1136363,2,6.741351303304087,True
n1136363.3,n1136363,3,6.622036320027398,True
r18245.1,r18245,1,6.691979029039477,True
r18245.2,r18245,2,6.783814983268123,True
r18245.3,r18245,3,6.66376598887105,True
221-306686.3,221-306686,3,12.391337368032314,True
l2970258.3,l2970258,3,12.429231631458325,True
l2841632.1,l2841632,1,6.924741932959773,True
l2841632.2,l2841632,2,7.012531942666169,True
l2841632.3,l2841632,3,6.897787816167352,True
regxfmr_190-8593.1,regxfmr_190-8593,1,6.952191786713362,True
regxfmr_190-8593.2,regxfmr_190-8593,2,7.040050351710803,True
regxfmr_190-8593.3,regxfmr_190-8593,3,6.925217316096475,True
p1197121.3,p1197121,3,2.984343011098081,True
l2805031.3,l2805031,3,3.0472793175058213,True
m1069226.3,m1069226,3,9.448924155914321,True
l2860506.2,l2860506,2,14.016124817208345,True
l2954346.2,l2954346,2,14.288440882446357,True
l2879077.2,l2879077,2,15.489608753744653,True
d5860423-3_int.1,d5860423-3_int,1,6.960967631710485,True
d5860423-3_int.2,d5860423-3_int,2,7.048848101139554,True
d5860423-3_int.3,d5860423-3_int,3,6.933986657744993,True
190-8593.1,190-8593,1,6.952196996568884,True
190-8593.2,190-8593,2,7.040055561566325,True
190-8593.3,190-8593,3,6.925222525951997,True
l3139366.1,l3139366,1,1.528384675723568,True
l3139366.2,l3139366,2,1.5459787457441543,True
l3139366.3,l3139366,3,1.5571340677347767,True
m4362177.1,m4362177,1,1.6944422944002095,True
m4362177.2,m4362177,2,1.7120267347368756,True
m4362177.3,m4362177,3,1.7231985166037604,True
l2763812.3,l2763812,3,12.824936285574694,True
l2951995.3,l2951995,3,13.028897196834727,True
l3197638.1,l3197638,1,10.325849655675043,True
m1026849.1,m1026849,1,10.413790808698918,True
n1137993.1,n1137993,1,9.393851290049344,True
l2860482.1,l2860482,1,9.517212214860137,True
p901946.1,p901946,1,4.25919414655573,True
n1142105.1,n1142105,1,4.2659824453625586,True
m1026905.1,m1026905,1,10.149559250327988,True
m1026905.2,m1026905,2,10.24538622745998,True
m1026905.3,m1026905,3,10.120219130628895,True
p827515.1,p827515,1,10.160144920872652,True
m1108520.3,m1108520,3,4.9815653987027995,True
l2804277.3,l2804277,3,5.058974440927997,True
l2991913.1,l2991913,1,8.459003379344148,True
l2933165.2,l2933165,2,7.863814510118805,True
l3235273.2,l3235273,2,8.109760217947855,True
l3029502.1,l3029502,1,6.36776386079709,True
l3029502.2,l3029502,2,6.415193505724877,True
l3029502.3,l3029502,3,6.353225915171218,True
m1047780.2,m1047780,2,12.433497991132915,True
l3066811.2,l3066811,2,12.609983065037639,True
m1047732.3,m1047732,3,10.254189231266931,True
m1047732.1,m1047732,1,10.280720312110693,True
m1047732.2,m1047732,2,10.367325426028062,True
n1137987.3,n1137987,3,10.277109666420289,True
l3197661.3,l3197661,3,9.236991867259054,True
l3122848.3,l3122848,3,9.33459228398433,True
m1047580.1,m1047580,1,8.160452132683924,True
m1047580.2,m1047580,2,8.25005470709867,True
m1047580.3,m1047580,3,8.132969420261377,True
m1108345.3,m1108345,3,5.8985141841349575,True
m1108347.3,m1108347,3,5.954123046553215,True
d5655682-1_int.2,d5655682-1_int,2,11.793589298594156,True
e182725.2,e182725,2,11.79500351215653,True
d5926308-3_int.1,d5926308-3_int,1,10.919838813670811,True
d5926308-3_int.2,d5926308-3_int,2,10.959712843804319,True
d5926308-3_int.3,d5926308-3_int,3,10.907688662491267,True
l2860491.1,l2860491,1,10.853832400207725,True
l2860491.2,l2860491,2,10.893812661842574,True
l2860491.3,l2860491,3,10.841648686361275,True
l2897770.3,l2897770,3,7.970021280225055,True
l3104127.2,l3104127,2,13.293412848370979,True
l2767343.3,l2767343,3,8.228389743918926,True
l2786266.1,l2786266,1,1.612142570101982,True
l2786266.2,l2786266,2,1.6365082212231665,True
l2786266.3,l2786266,3,1.6046448842118466,True
l2785512.2,l2785512,2,14.986005949562038,True
p827529.2,p827529,2,7.977494951104493,True
n1136668.2,n1136668,2,7.98414112046064,True
m1027114.1,m1027114,1,16.369471992985883,True
l3195327.1,l3195327,1,16.474541543134244,True
m1027121.1,m1027121,1,16.647845760527826,True
m1027123.1,m1027123,1,16.692551509579953,True
l3104157.3,l3104157,3,12.696613662166955,True
p895409.3,p895409,3,9.786711079441403,True
d6138608-3_int.1,d6138608-3_int,1,6.532237435869121,True
d6138608-3_int.2,d6138608-3_int,2,6.579390578579485,True
d6138608-3_int.3,d6138608-3_int,3,6.517786960297495,True
q14404.1,q14404,1,6.533651649431493,True
q14404.2,q14404,2,6.5808047921418575,True
q14404.3,q14404,3,6.519201173859868,True
l2991927.2,l2991927,2,13.847505950276327,True
m1089155.3,m1089155,3,6.091718517159379,True
m1089158.3,m1089158,3,6.287128020177088,True
m1026324.2,m1026324,2,14.957611555971567,True
m1026323.2,m1026323,2,15.064236210445252,True
l2804258.2,l2804258,2,13.641773248433871,True
p829978.1,p829978,1,1.581564894470059,True
l2992656.1,l2992656,1,1.6849063490140088,True
l2936271.1,l2936271,1,2.8336714681725783,True
l2936271.2,l2936271,2,2.8710781607937528,True
l2936271.3,l2936271,3,2.8221738192275057,True
m1069544.2,m1069544,2,7.225291547647765,True
l2916598.1,l2916598,1,10.054408785346936,True
l2954344.3,l2954344,3,10.573898587642184,True
l2897767.3,l2897767,3,10.671553794014326,True
l2876796.1,l2876796,1,11.58949661616234,True
m1047756.1,m1047756,1,11.687416890716968,True
l3122810.2,l3122810,2,14.900684730280023,True
m1108379.1,m1108379,1,4.0555473084662745,True
m1108379.2,m1108379,2,4.104756813981782,True
m1108379.3,m1108379,3,4.040430022749673,True
n1140822.3,n1140822,3,11.722501551044116,True
l2860478.2,l2860478,2,12.834790261537053,True
l2822858.2,l2822858,2,12.953399906637266,True
l2841620.2,l2841620,2,10.742080617845737,True
l3727709.1,l3727709,1,9.273248799706913,True
l3727710.1,l3727710,1,9.37709051089755,True
n1136667.1,n1136667,1,7.729307956175727,True
n1136667.2,n1136667,2,7.819093951030162,True
n1136667.3,n1136667,3,7.701761382839072,True
196-29519.1,196-29519,1,7.76772632191095,True
196-29519.2,196-29519,2,7.85760826562792,True
196-29519.3,196-29519,3,7.7401512616949315,True
n1144666.3,n1144666,3,13.876673311975557,True
m1125989.1,m1125989,1,3.436965901911241,True
m1125989.2,m1125989,2,3.485253534019413,True
m1125989.3,m1125989,3,3.422124353662288,True
l2898495.1,l2898495,1,4.290289636479166,True
l2898495.2,l2898495,2,4.339087277240856,True
l2898495.3,l2898495,3,4.275302617682153,True
l3179674.2,l3179674,2,1.8494367025585878,True
regxfmr_190-7361.1,regxfmr_190-7361,1,6.542493127179604,True
regxfmr_190-7361.2,regxfmr_190-7361,2,6.589631406175832,True
regxfmr_190-7361.3,regxfmr_190-7361,3,6.528047353667491,True
m1069249.3,m1069249,3,12.674657530861053,True
l2803194.3,l2803194,3,12.740088635143248,True
m1186065.1,m1186065,1,1.1124969601683672,True
m1186065.2,m1186065,2,1.130166280992996,True
m1186065.3,m1186065,3,1.1070553793608309,True
m1186064.1,m1186064,1,1.1640738302317377,True
m1186064.2,m1186064,2,1.1824343925097893,True
m1186064.3,m1186064,3,1.1584200040595398,True
d6231996-1_int.2,d6231996-1_int,2,7.790182559545519,True
e206614.2,e206614,2,7.791596773107892,True
m1209776.1,m1209776,1,1.2135083299250742,True
m1209776.2,m1209776,2,1.2325314212665461,True
m1209776.3,m1209776,3,1.207651074514123,True
m1209775.1,m1209775,1,1.2631360398383447,True
m1209775.2,m1209775,2,1.2828242496774755,True
m1209775.3,m1209775,3,1.2570745601040696,True
l2804261.3,l2804261,3,13.967405266310363,True
l3178980.3,l3178980,3,14.153921295699867,True
m1047835.2,m1047835,2,15.691873570395357,True
m1047836.2,m1047836,2,16.063429945645325,True
m1125962.1,m1125962,1,3.001337125688724,True
m1125962.2,m1125962,2,3.0438053448503206,True
m1125962.3,m1125962,3,2.988282425460597,True
l3123452.1,l3123452,1,3.0934488130971394,True
l3123452.2,l3123452,2,3.1371515278107776,True
l3123452.3,l3123452,3,3.0800150615877007,True
p893610.2,p893610,2,3.7399230150158402,True
m1108302.2,m1108302,2,3.90890040085097,True
p829797.1,p829797,1,3.8938379326439776,True
l2841629.3,l2841629,3,7.6204366344501,True
l3254218.1,l3254218,1,10.031719490845868,True
l3254218.2,l3254218,2,10.073053366382137,True
l3254218.3,l3254218,3,10.019108788242525,True
l3778577.3,l3778577,3,11.049300662857647,True
l2820531.1,l2820531,1,8.314785438605938,True
l2820531.2,l2820531,2,8.402999524505379,True
l2820531.3,l2820531,3,8.287728684183737,True
l3626914.3,l3626914,3,8.081617605440947,True
l2955077.1,l2955077,1,2.1014888738178645,True
l2955077.2,l2955077,2,2.1319161364483277,True
l2955077.3,l2955077,3,2.0921313436555202,True
m1166374.1,m1166374,1,1.5616429809215244,True
m1166374.2,m1166374,2,1.5853318284798041,True
m1166374.3,m1166374,3,1.554353107248526,True
n1139552.1,n1139552,1,10.781236442687854,True
n1139552.2,n1139552,2,10.86554493800853,True
n1139552.3,n1139552,3,10.755416256385388,True
p827533.2,p827533,2,9.889325943147034,True
n1139538.2,n1139538,2,9.907281251730055,True
l3160098.1,l3160098,1,5.454366249707185,True
l3160098.2,l3160098,2,5.529653426756542,True
l3160098.3,l3160098,3,5.431234503824167,True
m1089213.1,m1089213,1,5.533778699628741,True
m1089213.2,m1089213,2,5.610130175020285,True
m1089213.3,m1089213,3,5.510320161438017,True
l2820590.3,l2820590,3,3.795248610125606,True
l3104125.1,l3104125,1,6.1100108909579784,True
l3104125.2,l3104125,2,6.157873853320963,True
l3104125.3,l3104125,3,6.095335867590324,True
q14411.1,q14411,1,10.774211068289347,True
q14411.2,q14411,2,10.868563973343647,True
q14411.3,q14411,3,10.7453317200804,True
l3118855.1,l3118855,1,5.59390288180841,True
l3118855.2,l3118855,2,5.671060151096031,True
l3118855.3,l3118855,3,5.570196924979138,True
l3231255.1,l3231255,1,5.63159097501609,True
l3231255.2,l3231255,2,5.7092533461505965,True
l3231255.3,l3231255,3,5.6077299269012,True
d5861005-2_int.1,d5861005-2_int,1,2.161406329311236,True
d5861005-2_int.2,d5861005-2_int,2,2.1926366152536945,True
d5861005-2_int.3,d5861005-2_int,3,2.151802231216887,True
m1027071.3,m1027071,3,15.039516825158461,True
l3235241.3,l3235241,3,15.060679921884507,True
l2729409.2,l2729409,2,13.893533539692143,True
l2841624.2,l2841624,2,14.05992722224523,True
l3235254.1,l3235254,1,8.621356217775338,True
l3235254.2,l3235254,2,8.713370079807056,True
l3235254.3,l3235254,3,8.593148198520085,True
m1026855.1,m1026855,1,8.731952362679895,True
m1026855.2,m1026855,2,8.824242435687829,True
m1026855.3,m1026855,3,8.703662337358594,True
m1026851.1,m1026851,1,9.367703825907642,True
m1026851.2,m1026851,2,9.461581671549423,True
m1026851.3,m1026851,3,9.338942396483336,True
m1069466.1,m1069466,1,10.251812798484405,True
m1069524.1,m1069524,1,6.966140386144503,True
m1027091.1,m1027091,1,15.284343705119218,True
m1027092.1,m1027092,1,15.323976892482317,True
l2766747.1,l2766747,1,14.500678898021789,True
p827560.1,p827560,1,12.01333297977811,True
l2822877.1,l2822877,1,11.811030627205247,True
l2822877.2,l2822877,2,11.907972961961404,True
l2822877.3,l2822877,3,11.781382486437545,True
n1138598.1,n1138598,1,11.836456179476455,True
n1138598.2,n1138598,2,11.933462013883704,True
n1138598.3,n1138598,3,11.806789185885984,True
m1009715.1,m1009715,1,13.490975220227256,True
m1009705.1,m1009705,1,13.640762196281056,True
l3198347.3,l3198347,3,2.7236754787621322,True
m1108489.1,m1108489,1,4.024914021673159,True
m1108492.1,m1108492,1,4.060224430178229,True
l3226771.1,l3226771,1,12.124855356541941,True
l3189190.1,l3189190,1,12.357364432241877,True
l2991918.2,l2991918,2,17.133796101121362,True
l2954339.2,l2954339,2,18.047474732466025,True
l3048200.2,l3048200,2,18.167814112815243,True
l3160861.3,l3160861,3,2.580462038942051,True
n1142098.1,n1142098,1,3.911881399054949,True
m1047795.2,m1047795,2,12.470987657422054,True
m1047552.2,m1047552,2,7.964902697376916,True
m1047552.1,m1047552,1,7.874753456194313,True
m1047552.3,m1047552,3,7.8470990363021444,True
l2804283.1,l2804283,1,9.259236435970216,True
l2916627.1,l2916627,1,9.452415361444812,True
l3029498.1,l3029498,1,5.259757308401489,True
l3029498.2,l3029498,2,5.3089099687517445,True
l3029498.3,l3029498,3,5.244673977423888,True
m1047773.2,m1047773,2,12.139294458840983,True
l2973152.2,l2973152,2,12.268824273332921,True
l2822870.3,l2822870,3,9.267187175881302,True
m1166369.1,m1166369,1,1.5737918162664004,True
l2839305.1,l2839305,1,1.6848382763529437,True
l2710508.2,l2710508,2,16.037666850635286,True
m1026861.1,m1026861,1,8.77240001716144,True
m1026861.2,m1026861,2,8.864791107127422,True
m1026861.3,m1026861,3,8.744080000261068,True
m1026858.1,m1026858,1,8.95041638859573,True
m1026858.2,m1026858,2,9.043252069788457,True
m1026858.3,m1026858,3,8.921964374125947,True
l3082992.1,l3082992,1,15.776943177001023,True
m1010011.1,m1010011,1,17.69836538266421,True
l3214069.1,l3214069,1,2.9541735199993098,True
l3214069.2,l3214069,2,2.9960096449817644,True
l3214069.3,l3214069,3,2.9413129039929666,True
m1026655.3,m1026655,3,13.307870484035814,True
m1026655.1,m1026655,1,13.33276380428703,True
m1026655.2,m1026655,2,13.414198910987077,True
n1141475.3,n1141475,3,13.322719381347529,True
l3197643.2,l3197643,2,15.148331122562965,True
m1026339.2,m1026339,2,15.22642436955985,True
m1108268.2,m1108268,2,8.815665263393278,True
m1069310.1,m1069310,1,12.370639725943173,True
m1069310.2,m1069310,2,12.468979669771453,True
m1069310.3,m1069310,3,12.340576639964201,True
m1047423.1,m1047423,1,15.04191044749864,True
m1047420.1,m1047420,1,15.138691753131363,True
m1069613.2,m1069613,2,9.714210839114989,True
m1026823.1,m1026823,1,10.184971679045288,True
l2879087.1,l2879087,1,10.278713328660222,True
d5806920-1_int.2,d5806920-1_int,2,13.889463445463024,True
m1027039.2,m1027039,2,13.882895415945228,True
m1027039.1,m1027039,1,14.600249073154673,True
m1027039.3,m1027039,3,13.761331595220032,True
l3552667.3,l3552667,3,2.747274918793992,True
m1026890.1,m1026890,1,10.231503651639802,True
l2954357.1,l2954357,1,10.330028940447033,True
m1069438.3,m1069438,3,10.625189742521988,True
m1069438.1,m1069438,1,10.653980989814992,True
m1069438.2,m1069438,2,10.74803715535757,True
l2785530.1,l2785530,1,12.156835350906789,True
l2822868.1,l2822868,1,12.322696135028044,True
n1139264.1,n1139264,1,10.28871614809441,True
p827523.3,p827523,3,7.494349031486993,True
m1027087.1,m1027087,1,15.23991046967627,True
l2726983.1,l2726983,1,15.369934657938343,True
l2821087.1,l2821087,1,4.421819948908132,True
l2673310.1,l2673310,1,9.56398862538133,True
l2936212.1,l2936212,1,3.9863299887332966,True
n1142106.2,n1142106,2,4.635894197568715,True
l2936213.2,l2936213,2,4.672479223469491,True
m1027011.1,m1027011,1,14.007939458168332,True
m1027011.2,m1027011,2,13.431868687490176,True
m1027011.3,m1027011,3,13.309617044258633,True
m1209795.3,m1209795,3,0.7794426395951206,True
l2746587.3,l2746587,3,11.85885676890304,True
n1147858.3,n1147858,3,11.90262488104636,True
m1108378.1,m1108378,1,4.035747655959048,True
m1108378.2,m1108378,2,4.084991900752616,True
m1108378.3,m1108378,3,4.020619382706611,True
m1047809.2,m1047809,2,13.089547484913448,True
m1026805.1,m1026805,1,10.891106841906478,True
l3120502.1,l3120502,1,11.0647083668861,True
m1069526.2,m1069526,2,7.52206015352232,True
l2673331.2,l2673331,2,7.577362277395089,True
m1108490.1,m1108490,1,4.011337248070075,True
m1108490.2,m1108490,2,4.067303743215077,True
m1108490.3,m1108490,3,3.9941379085206044,True
m1009805.1,m1009805,1,12.314337001133833,True
m1009805.2,m1009805,2,12.407185861747244,True
m1009805.3,m1009805,3,12.285944365384925,True
l3122816.1,l3122816,1,10.899854198285585,True
l3122816.2,l3122816,2,10.849939803297122,True
l3122816.3,l3122816,3,10.725037418188638,True
l3160103.1,l3160103,1,11.878626949818921,True
l3160103.2,l3160103,2,11.595247089985705,True
l3160103.3,l3160103,3,11.471481309636063,True
m1069503.1,m1069503,1,5.998408395183755,True
m1069503.2,m1069503,2,6.080967958476469,True
m1069503.3,m1069503,3,5.973043666509361,True
n1134469.1,n1134469,1,16.660408168872713,True
m1089200.1,m1089200,1,5.537421900445687,True
l3027670.2,l3027670,2,4.531911727809866,True
l2691941.3,l2691941,3,15.282148848825544,True
m1125960.1,m1125960,1,2.9919460944811016,True
m1125960.2,m1125960,2,3.0342884535419765,True
m1125960.3,m1125960,3,2.9789300395379787,True
n1136367.1,n1136367,1,6.297900335773827,True
n1136367.2,n1136367,2,6.384131888926224,True
n1136367.3,n1136367,3,6.2714089192435525,True
m1069515.1,m1069515,1,6.339959778913567,True
m1069515.2,m1069515,2,6.426296374423984,True
m1069515.3,m1069515,3,6.313437175677145,True
m1069131.1,m1069131,1,10.19051007478485,True
p827534.1,p827534,1,10.207303750096104,True
m1069530.2,m1069530,2,7.483633719876176,True
m1069184.1,m1069184,1,7.560525339456066,True
m1069184.2,m1069184,2,7.605933335486992,True
m1069184.3,m1069184,3,7.546626905403838,True
l3159645.1,l3159645,1,9.380840428738662,True
m1069632.2,m1069632,2,9.178546507269195,True
p829957.3,p829957,3,0.46374097596642105,True
l3160863.3,l3160863,3,0.7800755611336404,True
p829963.2,p829963,2,3.1059588512583716,True
m1010014.1,m1010014,1,17.614407336472933,True
n1137998.3,n1137998,3,9.804055116242463,True
l3048199.2,l3048199,2,16.332883079563363,True
l3067478.1,l3067478,1,3.4881586314026474,True
l3067478.2,l3067478,2,3.5371323566509196,True
l3067478.3,l3067478,3,3.4731064185762284,True
m1125994.1,m1125994,1,3.566295840869815,True
m1125994.2,m1125994,2,3.6163167734839496,True
m1125994.3,m1125994,3,3.5509220835119693,True
m1047480.1,m1047480,1,9.62564255236454,True
m1047480.2,m1047480,2,9.717130469584069,True
m1047480.3,m1047480,3,9.597613808953529,True
m1069483.1,m1069483,1,9.750168294793779,True
m1069483.2,m1069483,2,9.841967211794627,True
m1069483.3,m1069483,3,9.722047216643004,True
l2841615.1,l2841615,1,10.740478887277222,True
l2673305.2,l2673305,2,8.094521572364748,True
m1047721.1,m1047721,1,7.307540691052506,True
m1026366.1,m1026366,1,14.55502499256726,True
l3104131.1,l3104131,1,14.729465836293482,True
l2973167.1,l2973167,1,11.382916218767393,True
l2973167.2,l2973167,2,11.466225295123417,True
l2973167.3,l2973167,3,11.357412083428375,True
m1027055.1,m1027055,1,14.737237190520414,True
m1027055.2,m1027055,2,13.987207925567601,True
m1027055.3,m1027055,3,13.86580318297965,True
n1134475.1,n1134475,1,5.790753242306231,True
n1134475.2,n1134475,2,5.870548731577541,True
n1134475.3,n1134475,3,5.766237221266078,True
l3067447.1,l3067447,1,3.968116366727453,True
m1108350.3,m1108350,3,5.711501075719927,True
l3139598.2,l3139598,2,12.077694050312278,True
n1140829.3,n1140829,3,11.924445883881509,True
l3085397.2,l3085397,2,13.167953967454999,True
n1139540.1,n1139540,1,8.011512734912168,True
l2748140.1,l2748140,1,14.03551116021871,True
l3141412.1,l3141412,1,14.185603546529856,True
m1069619.2,m1069619,2,8.684572508649563,True
m1047769.2,m1047769,2,11.721434795726063,True
l3197632.2,l3197632,2,12.03511518952703,True
l2785524.3,l2785524,3,7.992767371124852,True
p827495.2,p827495,2,12.999133481744021,True
l2991921.3,l2991921,3,13.099971480465467,True
l2710510.3,l2710510,3,8.636340481430747,True
l3197628.3,l3197628,3,8.752577531990193,True
n1140831.3,n1140831,3,12.906812184672482,True
n1136358.3,n1136358,3,6.528594767645914,True
l3104119.1,l3104119,1,9.74836008174611,True
l2842329.3,l2842329,3,3.2424640587835225,True
m1125961.3,m1125961,3,3.0037453585480547,True
l2973791.1,l2973791,1,3.714755892825091,True
l2973791.2,l2973791,2,3.7667475572600133,True
l2973791.3,l2973791,3,3.698777023184292,True
l3179650.1,l3179650,1,3.762986919379317,True
l3179650.2,l3179650,2,3.815624983738361,True
l3179650.3,l3179650,3,3.746809572944435,True
p860843.3,p860843,3,3.4869192901729367,True
m1026961.1,m1026961,1,12.657060186815448,True
l2710516.1,l2710516,1,12.816908413628637,True
l3160864.2,l3160864,2,3.040092173688439,True
m1047623.1,m1047623,1,6.923255684003786,True
l2748157.1,l2748157,1,7.044577319785875,True
l3048212.1,l3048212,1,10.005520438634607,True
l3122824.1,l3122824,1,14.67497040675777,True
l2879089.3,l2879089,3,14.968355382862317,True
l2937757.3,l2937757,3,3.738163088986337,True
l3067448.3,l3067448,3,3.854292872016324,True
193-46661.3,193-46661,3,9.22787687202598,True
m1069390.1,m1069390,1,12.000272199099557,True
l2897801.1,l2897801,1,12.084074020108625,True
m1108527.2,m1108527,2,4.797297866520622,True
m1009650.1,m1009650,1,13.459834434524815,True
m1009650.2,m1009650,2,13.541132770551,True
m1009650.3,m1009650,3,13.434984814528164,True
e203026.1,e203026,1,13.981575761226335,True
e203026.2,e203026,2,14.06203440059973,True
e203026.3,e203026,3,13.95699143409202,True
m1026779.1,m1026779,1,14.484328401780395,True
l2973169.1,l2973169,1,14.615577570714828,True
m1026953.2,m1026953,2,12.311163985602223,True
q14734.1,q14734,1,4.474361565658614,True
q14734.2,q14734,2,4.536514563349459,True
q14734.3,q14734,3,4.45526266339872,True
l3197631.1,l3197631,1,9.789418282394571,True
l2748127.1,l2748127,1,9.89085908340415,True
m1209814.1,m1209814,1,0.09091922057816947,True
m1209814.2,m1209814,2,0.09304224019992954,True
m1209814.3,m1209814,3,0.09026202805522873,True
m1209811.1,m1209811,1,0.16258565682356668,True
m1209811.2,m1209811,2,0.1664087638606688,True
m1209811.3,m1209811,3,0.1614021927926959,True
l2729408.2,l2729408,2,10.586622838698126,True
l3048228.3,l3048228,3,5.894657727562213,True
l2991940.3,l2991940,3,6.025008646567747,True
m1108395.1,m1108395,1,5.274969349276923,True
m1108395.2,m1108395,2,5.28797417923888,True
m1108395.3,m1108395,3,5.225675855746685,True
l2728247.1,l2728247,1,5.440444759676266,True
l2728247.2,l2728247,2,5.4531832715585145,True
l2728247.3,l2728247,3,5.391235406395275,True
l2804271.2,l2804271,2,7.551567806723034,True
l2916234.1,l2916234,1,14.544818466822477,True
l2673316.1,l2673316,1,5.729247957558566,True
n1138607.1,n1138607,1,12.297046031404737,True
n1138607.2,n1138607,2,12.395202176907777,True
n1138607.3,n1138607,3,12.26703751450121,True
l3159448.1,l3159448,1,12.367308522050687,True
l3159448.2,l3159448,2,12.465640146284466,True
l3159448.3,l3159448,3,12.337247906130022,True
l3048890.3,l3048890,3,6.068736645317759,True
m1166402.3,m1166402,3,6.1577942244958255,True
l3010563.1,l3010563,1,13.558258242196679,True
l2841623.1,l2841623,1,13.646634047063165,True
m1125940.2,m1125940,2,3.4585680787071817,True
l2991908.1,l2991908,1,10.560295595032388,True
l3178973.1,l3178973,1,10.705117388028993,True
m1047826.2,m1047826,2,14.809789808351754,True
m1047767.2,m1047767,2,11.745839554017206,True
l2879068.2,l2879068,2,11.953654861663383,True
l3066819.1,l3066819,1,12.637185141994202,True
l3104853.3,l3104853,3,2.3815791120282253,True
221-311359.1,221-311359,1,1.7969307694882046,True
221-311359.2,221-311359,2,1.8145097534757233,True
221-311359.3,221-311359,3,1.825690861799484,True
l3234149.1,l3234149,1,1.838507256118971,True
